:START_ID(Person),rank:int,:END_ID(Person)
3858, 4, 529
3858, 5, 6246
3858, 6, 7923
3858, 7, 7951
3859, 0, 9752
3859, 1, 9017
3859, 2, 2861
3859, 3, 7331
3859, 4, 9822
3859, 5, 2218
3859, 6, 4227
3860, 0, 7737
3861, 0, 3589
3861, 1, 1639
3861, 2, 629
3861, 3, 1560
3862, 0, 8598
3862, 1, 5044
3862, 2, 5855
3862, 3, 4113
3863, 0, 3831
3863, 1, 1426
3863, 2, 6360
3863, 3, 8270
3863, 4, 2316
3863, 5, 8477
3864, 0, 3811
3865, 0, 3384
3865, 1, 4137
3865, 2, 1631
3865, 3, 2926
3866, 0, 3938
3866, 1, 9554
3866, 2, 8363
3866, 3, 2872
3866, 4, 6071
3866, 5, 1450
3867, 0, 5988
3868, 0, 3887
3868, 1, 1328
3868, 2, 3433
3868, 3, 2288
3869, 0, 7912
3869, 1, 3167
3869, 2, 8173
3869, 3, 2947
3869, 4, 5748
3870, 0, 2555
3870, 1, 5722
3870, 2, 5226
3870, 3, 1380
3871, 0, 3576
3871, 1, 8078
3871, 2, 3462
3871, 3, 5768
3871, 4, 9272
3871, 5, 370
3872, 0, 2229
3872, 1, 4861
3872, 2, 5762
3872, 3, 3818
3872, 4, 6543
3872, 5, 8019
3872, 6, 6072
3873, 0, 2189
3873, 1, 1272
3873, 2, 8416
3874, 0, 3032
3874, 1, 98
3874, 2, 6383
3874, 3, 2940
3875, 0, 9518
3875, 1, 9708
3875, 2, 7126
3875, 3, 5312
3875, 4, 8186
3875, 5, 3478
3876, 0, 3523
3876, 1, 9110
3876, 2, 3734
3876, 3, 902
3876, 4, 4759
3876, 5, 2508
3877, 0, 991
3877, 1, 1984
3877, 2, 4635
3877, 3, 8189
3878, 0, 3763
3878, 1, 7256
3878, 2, 3010
3878, 3, 5037
3878, 4, 1516
3878, 5, 2544
3878, 6, 7900
3878, 7, 3180
3879, 0, 9686
3879, 1, 174
3879, 2, 5501
3879, 3, 517
3879, 4, 6721
3879, 5, 3534
3880, 0, 6783
3880, 1, 4595
3880, 2, 7700
3880, 3, 9711
3880, 4, 8648
3880, 5, 2613
3880, 6, 3022
3880, 7, 9775
3880, 8, 1426
3881, 0, 8534
3881, 1, 3072
3881, 2, 7415
3881, 3, 7107
3881, 4, 7091
3881, 5, 1871
3881, 6, 7675
3882, 0, 1485
3882, 1, 5233
3882, 2, 502
3882, 3, 9275
3882, 4, 2767
3882, 5, 4143
3882, 6, 2129
3883, 0, 4240
3883, 1, 215
3883, 2, 7887
3883, 3, 6431
3883, 4, 7665
3883, 5, 3790
3883, 6, 2195
3883, 7, 6329
3883, 8, 4028
3883, 9, 5160
3883, 10, 6859
3883, 11, 8418
3883, 12, 6007
3883, 13, 7060
3884, 0, 8465
3884, 1, 2600
3884, 2, 8253
3884, 3, 7572
3884, 4, 674
3884, 5, 3373
3884, 6, 5987
3884, 7, 3069
3884, 8, 6508
3885, 0, 2420
3885, 1, 6422
3885, 2, 2012
3885, 3, 3048
3885, 4, 3270
3885, 5, 4853
3886, 0, 7868
3886, 1, 168
3886, 2, 1159
3886, 3, 9924
3886, 4, 5422
3886, 5, 4162
3886, 6, 4282
3887, 0, 7353
3887, 1, 671
3887, 2, 8543
3887, 3, 5959
3887, 4, 269
3888, 0, 8886
3888, 1, 3755
3888, 2, 2910
3888, 3, 2665
3888, 4, 9928
3888, 5, 7841
3888, 6, 8112
3888, 7, 3862
3889, 0, 6546
3889, 1, 8928
3889, 2, 7374
3889, 3, 8020
3889, 4, 5552
3890, 0, 8095
3890, 1, 1063
3890, 2, 9299
3890, 3, 9527
3890, 4, 3126
3890, 5, 7021
3890, 6, 3618
3891, 0, 6871
3891, 1, 6335
3892, 0, 7951
3892, 1, 1910
3892, 2, 5113
3892, 3, 9239
3892, 4, 9310
3892, 5, 1358
3893, 0, 9213
3893, 1, 9989
3893, 2, 2077
3894, 0, 3734
3894, 1, 6838
3894, 2, 6609
3894, 3, 3909
3894, 4, 8991
3894, 5, 2611
3895, 0, 363
3895, 1, 5727
3895, 2, 375
3895, 3, 1976
3896, 0, 8597
3896, 1, 6212
3897, 0, 2476
3897, 1, 2481
3898, 0, 680
3898, 1, 4107
3898, 2, 5757
3898, 3, 3309
3898, 4, 5905
3898, 5, 1539
3899, 0, 376
3899, 1, 9961
3899, 2, 4949
3899, 3, 1804
3899, 4, 1266
3899, 5, 9752
3900, 0, 4932
3900, 1, 1574
3900, 2, 1324
3900, 3, 4496
3900, 4, 7712
3900, 5, 9522
3900, 6, 2063
3901, 0, 3810
3901, 1, 5326
3901, 2, 5779
3901, 3, 885
3901, 4, 2346
3901, 5, 2929
3901, 6, 7985
3901, 7, 6971
3901, 8, 743
3901, 9, 1076
3902, 0, 8952
3902, 1, 8080
3902, 2, 3329
3902, 3, 249
3902, 4, 9966
3902, 5, 7572
3903, 0, 6043
3903, 1, 7598
3903, 2, 3534
3903, 3, 3991
3903, 4, 3257
3904, 0, 7294
3904, 1, 2222
3904, 2, 2060
3904, 3, 2647
3904, 4, 3235
3904, 5, 5903
3904, 6, 194
3905, 0, 6067
3906, 0, 9728
3906, 1, 2145
3906, 2, 8276
3906, 3, 6595
3906, 4, 6341
3906, 5, 6797
3906, 6, 5282
3906, 7, 834
3907, 0, 8923
3907, 1, 2813
3907, 2, 9641
3907, 3, 1385
3907, 4, 4887
3907, 5, 1591
3907, 6, 4249
3907, 7, 4359
3907, 8, 2653
3907, 9, 2464
3908, 0, 6391
3909, 0, 249
3909, 1, 9526
3909, 2, 1325
3909, 3, 1683
3910, 0, 3164
3910, 1, 2430
3910, 2, 6922
3910, 3, 2234
3911, 0, 3634
3912, 0, 9815
3912, 1, 548
3912, 2, 332
3913, 0, 3304
3914, 0, 3843
3914, 1, 2255
3914, 2, 2221
3914, 3, 4016
3914, 4, 3048
3914, 5, 3284
3914, 6, 2457
3914, 7, 5342
3914, 8, 4923
3914, 9, 3415
3915, 0, 581
3915, 1, 2486
3915, 2, 9007
3915, 3, 351
3916, 0, 3210
3916, 1, 9680
3917, 0, 4720
3917, 1, 2015
3917, 2, 3278
3917, 3, 4725
3917, 4, 2661
3917, 5, 9170
3917, 6, 7481
3918, 0, 3727
3918, 1, 3961
3918, 2, 2599
3918, 3, 529
3918, 4, 3576
3918, 5, 3637
3918, 6, 7757
3919, 0, 5903
3919, 1, 1589
3919, 2, 1024
3919, 3, 8032
3920, 0, 9759
3920, 1, 9020
3920, 2, 1197
3920, 3, 6066
3920, 4, 1111
3920, 5, 8641
3920, 6, 8455
3921, 0, 3028
3921, 1, 3690
3921, 2, 1893
3921, 3, 5399
3921, 4, 9314
3921, 5, 9614
3921, 6, 9722
3921, 7, 2766
3921, 8, 4523
3921, 9, 7275
3921, 10, 6923
3922, 0, 1124
3922, 1, 9160
3922, 2, 6969
3922, 3, 4884
3922, 4, 8258
3922, 5, 673
3922, 6, 7155
3922, 7, 7984
3923, 0, 690
3923, 1, 7758
3923, 2, 5984
3923, 3, 1098
3923, 4, 2918
3924, 0, 3792
3924, 1, 4503
3924, 2, 2012
3924, 3, 5806
3924, 4, 5933
3925, 0, 2930
3925, 1, 919
3925, 2, 457
3926, 0, 7437
3926, 1, 2630
3926, 2, 2104
3926, 3, 1548
3926, 4, 337
3926, 5, 6829
3926, 6, 97
3926, 7, 6576
3927, 0, 2675
3927, 1, 7902
3927, 2, 287
3927, 3, 1426
3927, 4, 162
3927, 5, 671
3927, 6, 7230
3928, 0, 7207
3928, 1, 9237
3928, 2, 2059
3928, 3, 6214
3928, 4, 9432
3928, 5, 2996
3928, 6, 9299
3928, 7, 2878
3928, 8, 3419
3928, 9, 5187
3928, 10, 8535
3928, 11, 9941
3928, 12, 4406
3929, 0, 9094
3929, 1, 2965
3929, 2, 8506
3929, 3, 5162
3929, 4, 8335
3929, 5, 345
3930, 0, 4590
3930, 1, 6939
3930, 2, 4502
3930, 3, 4134
3930, 4, 566
3930, 5, 4194
3930, 6, 2959
3930, 7, 2860
3930, 8, 2182
3930, 9, 6188
3930, 10, 2258
3931, 0, 2883
3932, 0, 1667
3932, 1, 4030
3932, 2, 6975
3932, 3, 7308
3932, 4, 997
3932, 5, 2923
3932, 6, 672
3933, 0, 9860
3933, 1, 645
3933, 2, 8252
3934, 0, 8048
3934, 1, 4767
3934, 2, 2064
3935, 0, 3192
3935, 1, 8906
3935, 2, 4207
3935, 3, 3502
3935, 4, 1109
3935, 5, 7188
3935, 6, 7076
3936, 0, 8314
3936, 1, 8518
3936, 2, 7420
3936, 3, 5994
3936, 4, 47
3936, 5, 8981
3937, 0, 6943
3937, 1, 9607
3937, 2, 2303
3937, 3, 3490
3937, 4, 1738
3937, 5, 6126
3938, 0, 9575
3938, 1, 1539
3938, 2, 7337
3938, 3, 2160
3938, 4, 4152
3939, 0, 8990
3939, 1, 8030
3939, 2, 2526
3939, 3, 6499
3939, 4, 2190
3939, 5, 2698
3940, 0, 5965
3940, 1, 5152
3940, 2, 6171
3940, 3, 2836
3940, 4, 1663
3940, 5, 2691
3941, 0, 3461
3941, 1, 2599
3941, 2, 8567
3941, 3, 1657
3941, 4, 1333
3942, 0, 7037
3942, 1, 330
3942, 2, 3481
3942, 3, 9238
3942, 4, 4844
3943, 0, 9717
3943, 1, 409
3943, 2, 6200
3943, 3, 9357
3944, 0, 1079
3944, 1, 8304
3944, 2, 980
3944, 3, 6952
3944, 4, 7673
3945, 0, 4112
3945, 1, 592
3945, 2, 660
3945, 3, 1259
3945, 4, 404
3945, 5, 1901
3945, 6, 2394
3945, 7, 9707
3945, 8, 8050
3945, 9, 7877
3946, 0, 976
3946, 1, 136
3947, 0, 1215
3947, 1, 4142
3947, 2, 7074
3947, 3, 933
3947, 4, 1243
3947, 5, 8147
3947, 6, 7998
3947, 7, 1697
3947, 8, 1110
3947, 9, 5687
3947, 10, 349
3948, 0, 1655
3949, 0, 5874
3949, 1, 4866
3949, 2, 986
3949, 3, 5786
3950, 0, 3436
3950, 1, 9955
3950, 2, 6737
3950, 3, 3430
3950, 4, 3842
3950, 5, 2306
3950, 6, 3021
3951, 0, 8526
3951, 1, 369
3951, 2, 2387
3951, 3, 9675
3951, 4, 7646
3951, 5, 2307
3951, 6, 4826
3951, 7, 1130
3952, 0, 7136
3952, 1, 8362
3952, 2, 5757
3952, 3, 1858
3952, 4, 2531
3952, 5, 8052
3952, 6, 615
3952, 7, 3283
3952, 8, 5137
3952, 9, 1889
3952, 10, 2905
3952, 11, 7709
3952, 12, 7432
3953, 0, 2408
3953, 1, 4763
3953, 2, 1882
3953, 3, 8329
3953, 4, 644
3953, 5, 4828
3953, 6, 5908
3953, 7, 7830
3953, 8, 904
3954, 0, 2553
3954, 1, 5094
3954, 2, 502
3955, 0, 84
3955, 1, 4235
3955, 2, 3531
3955, 3, 70
3956, 0, 7069
3956, 1, 4465
3956, 2, 7122
3956, 3, 9214
3956, 4, 6818
3956, 5, 9142
3956, 6, 6403
3956, 7, 6776
3956, 8, 7997
3956, 9, 2539
3956, 10, 5236
3956, 11, 28
3956, 12, 718
3957, 0, 323
3958, 0, 3756
3958, 1, 9637
3958, 2, 5554
3958, 3, 2990
3958, 4, 9845
3958, 5, 2581
3958, 6, 5110
3959, 0, 2309
3959, 1, 1100
3959, 2, 222
3959, 3, 5287
3959, 4, 2119
3959, 5, 7484
3959, 6, 4209
3959, 7, 2646
3960, 0, 8650
3960, 1, 4140
3961, 0, 6429
3961, 1, 3195
3961, 2, 7897
3961, 3, 8082
3961, 4, 981
3962, 0, 5907
3962, 1, 5534
3962, 2, 9515
3962, 3, 2447
3962, 4, 6380
3962, 5, 1395
3962, 6, 3265
3962, 7, 6316
3962, 8, 1396
3962, 9, 3833
3963, 0, 6792
3964, 0, 7355
3964, 1, 5032
3964, 2, 3116
3964, 3, 6045
3965, 0, 8329
3965, 1, 4335
3965, 2, 7728
3965, 3, 3953
3965, 4, 9556
3965, 5, 7536
3965, 6, 2512
3965, 7, 8098
3966, 0, 4441
3966, 1, 5302
3966, 2, 4092
3966, 3, 845
3966, 4, 633
3966, 5, 7300
3966, 6, 9261
3967, 0, 5296
3967, 1, 2299
3967, 2, 7654
3967, 3, 7089
3967, 4, 3339
3967, 5, 9559
3967, 6, 2505
3967, 7, 1093
3968, 0, 3533
3968, 1, 9060
3968, 2, 617
3968, 3, 7291
3968, 4, 6263
3968, 5, 681
3969, 0, 8582
3969, 1, 3650
3969, 2, 855
3970, 0, 1492
3971, 0, 4872
3972, 0, 261
3972, 1, 13
3972, 2, 9435
3972, 3, 6498
3972, 4, 3549
3972, 5, 6637
3973, 0, 5337
3973, 1, 7659
3974, 0, 3879
3974, 1, 5748
3974, 2, 5017
3974, 3, 2782
3974, 4, 356
3974, 5, 2179
3975, 0, 6432
3975, 1, 2025
3975, 2, 1247
3975, 3, 2988
3975, 4, 8216
3975, 5, 5766
3975, 6, 8311
3975, 7, 4266
3975, 8, 7
3976, 0, 1386
3976, 1, 882
3976, 2, 306
3976, 3, 1467
3976, 4, 487
3976, 5, 5108
3976, 6, 8864
3976, 7, 2173
3977, 0, 2437
3977, 1, 7866
3977, 2, 3554
3977, 3, 5566
3977, 4, 2193
3978, 0, 5751
3978, 1, 3668
3978, 2, 7266
3978, 3, 5477
3979, 0, 779
3979, 1, 7663
3979, 2, 7879
3979, 3, 6045
3979, 4, 7222
3980, 0, 7962
3980, 1, 7927
3980, 2, 9108
3980, 3, 2921
3980, 4, 8175
3980, 5, 4746
3980, 6, 3344
3980, 7, 2351
3981, 0, 1581
3981, 1, 3463
3981, 2, 2942
3981, 3, 1885
3981, 4, 7849
3982, 0, 1469
3982, 1, 8803
3982, 2, 5711
3982, 3, 2242
3982, 4, 1523
3982, 5, 8669
3983, 0, 9862
3983, 1, 2089
3983, 2, 5130
3984, 0, 661
3984, 1, 3429
3984, 2, 533
3984, 3, 3259
3985, 0, 7576
3985, 1, 542
3985, 2, 1876
3985, 3, 7366
3985, 4, 3696
3986, 0, 7975
3986, 1, 5195
3986, 2, 6596
3986, 3, 5174
3986, 4, 6424
3986, 5, 6945
3986, 6, 9529
3986, 7, 8201
3986, 8, 6806
3986, 9, 1741
3987, 0, 4210
3987, 1, 6572
3987, 2, 9165
3987, 3, 9424
3987, 4, 5923
3987, 5, 863
3987, 6, 6071
3987, 7, 7703
3988, 0, 8420
3988, 1, 2500
3988, 2, 4827
3988, 3, 7333
3988, 4, 7180
3988, 5, 6670
3988, 6, 6203
3989, 0, 9615
3989, 1, 5153
3989, 2, 2366
3990, 0, 671
3990, 1, 3143
3991, 0, 694
3991, 1, 5195
3991, 2, 556
3991, 3, 177
3991, 4, 3870
3991, 5, 7535
3991, 6, 1459
3991, 7, 3879
3992, 0, 8407
3992, 1, 995
3992, 2, 4441
3992, 3, 6212
3992, 4, 9561
3993, 0, 9729
3993, 1, 3050
3993, 2, 3220
3993, 3, 6163
3993, 4, 388
3994, 0, 5839
3994, 1, 4308
3994, 2, 8759
3994, 3, 1610
3995, 0, 6067
3995, 1, 5187
3995, 2, 9754
3995, 3, 2190
3995, 4, 1450
3995, 5, 2019
3995, 6, 6474
3996, 0, 3455
3996, 1, 7046
3996, 2, 3813
3996, 3, 3556
3997, 0, 3898
3997, 1, 6154
3997, 2, 573
3997, 3, 7901
3997, 4, 1991
3997, 5, 8999
3997, 6, 907
3998, 0, 9716
3998, 1, 4113
3998, 2, 5792
3998, 3, 8057
3998, 4, 3687
3998, 5, 5416
3998, 6, 429
3999, 0, 1901
3999, 1, 7457
3999, 2, 4965
3999, 3, 7590
3999, 4, 9067
4000, 0, 2368
4000, 1, 208
4001, 0, 301
4001, 1, 6002
4001, 2, 588
4001, 3, 7454
4001, 4, 1915
4002, 0, 9904
4003, 0, 1809
4003, 1, 7927
4003, 2, 9018
4003, 3, 3692
4004, 0, 2321
4004, 1, 8441
4004, 2, 3601
4004, 3, 2912
4004, 4, 8562
4004, 5, 8435
4004, 6, 785
4004, 7, 5320
4004, 8, 7719
4004, 9, 933
4004, 10, 576
4004, 11, 3490
4005, 0, 806
4005, 1, 5218
4005, 2, 3209
4005, 3, 7894
4005, 4, 7272
4005, 5, 2167
4005, 6, 4593
4005, 7, 7932
4006, 0, 1761
4006, 1, 1775
4006, 2, 7912
4006, 3, 5037
4006, 4, 8346
4006, 5, 1604
4006, 6, 1116
4006, 7, 4119
4006, 8, 6896
4006, 9, 740
4007, 0, 3697
4007, 1, 5461
4007, 2, 7616
4007, 3, 7646
4008, 0, 8005
4008, 1, 8647
4008, 2, 8917
4008, 3, 872
4009, 0, 6807
4009, 1, 2784
4009, 2, 9952
4009, 3, 969
4009, 4, 5866
4010, 0, 4413
4011, 0, 4444
4011, 1, 3476
4011, 2, 9412
4011, 3, 2535
4011, 4, 2271
4012, 0, 318
4012, 1, 3774
4012, 2, 254
4012, 3, 8637
4012, 4, 1996
4012, 5, 7999
4012, 6, 8023
4012, 7, 943
4013, 0, 1144
4013, 1, 3272
4013, 2, 6834
4013, 3, 1515
4013, 4, 1424
4013, 5, 2855
4013, 6, 4974
4013, 7, 4380
4014, 0, 2101
4014, 1, 6723
4014, 2, 6750
4014, 3, 4710
4014, 4, 229
4014, 5, 5784
4014, 6, 6350
4014, 7, 912
4015, 0, 2089
4015, 1, 7605
4015, 2, 1416
4015, 3, 5895
4015, 4, 9680
4016, 0, 291
4016, 1, 4774
4016, 2, 9595
4016, 3, 3530
4016, 4, 5059
4016, 5, 2157
4016, 6, 5501
4017, 0, 5620
4017, 1, 5827
4018, 0, 677
4019, 0, 3471
4019, 1, 7731
4019, 2, 3153
4019, 3, 80
4020, 0, 7843
4020, 1, 3117
4020, 2, 6652
4020, 3, 9660
4020, 4, 2860
4020, 5, 7774
4020, 6, 1644
4020, 7, 757
4020, 8, 6470
4021, 0, 9488
4021, 1, 1330
4021, 2, 1361
4021, 3, 8382
4021, 4, 8112
4021, 5, 7885
4021, 6, 7950
4022, 0, 5550
4022, 1, 1707
4022, 2, 2469
4022, 3, 4419
4022, 4, 8520
4022, 5, 1345
4023, 0, 2704
4023, 1, 7623
4023, 2, 1800
4023, 3, 6766
4023, 4, 79
4023, 5, 8922
4023, 6, 33
4024, 0, 8742
4024, 1, 3280
4024, 2, 8112
4024, 3, 3388
4025, 0, 8927
4025, 1, 648
4025, 2, 6423
4025, 3, 2929
4025, 4, 1948
4025, 5, 7930
4025, 6, 9305
4025, 7, 3675
4025, 8, 5019
4026, 0, 761
4027, 0, 1674
4027, 1, 2246
4027, 2, 608
4027, 3, 7804
4027, 4, 6348
4027, 5, 3075
4027, 6, 2514
4028, 0, 3883
4029, 0, 1828
4029, 1, 655
4029, 2, 9727
4029, 3, 3451
4029, 4, 4566
4029, 5, 2651
4030, 0, 3614
4030, 1, 4653
4030, 2, 8057
4030, 3, 6116
4030, 4, 4474
4031, 0, 1393
4031, 1, 5784
4031, 2, 7352
4031, 3, 9471
4031, 4, 719
4031, 5, 11
4031, 6, 5077
4031, 7, 9068
4031, 8, 8437
4031, 9, 176
4032, 0, 6417
4032, 1, 7257
4032, 2, 677
4032, 3, 9422
4032, 4, 879
4032, 5, 4643
4033, 0, 2741
4033, 1, 1224
4033, 2, 1690
4033, 3, 8160
4033, 4, 634
4033, 5, 6449
4034, 0, 7461
4034, 1, 8797
4034, 2, 4987
4034, 3, 2348
4035, 0, 550
4035, 1, 8284
4035, 2, 8489
4035, 3, 557
4035, 4, 3169
4036, 0, 9439
4036, 1, 9512
4036, 2, 8919
4036, 3, 6867
4036, 4, 2595
4036, 5, 4045
4036, 6, 8879
4036, 7, 5916
4036, 8, 1665
4037, 0, 4634
4037, 1, 1808
4037, 2, 6205
4037, 3, 5005
4037, 4, 6222
4038, 0, 7722
4038, 1, 3138
4038, 2, 2148
4038, 3, 7773
4038, 4, 4907
4038, 5, 3360
4038, 6, 1585
4038, 7, 3536
4038, 8, 5015
4038, 9, 3943
4039, 0, 9535
4039, 1, 1840
4039, 2, 4122
4039, 3, 3544
4039, 4, 8809
4039, 5, 3686
4039, 6, 6594
4039, 7, 923
4039, 8, 7496
4039, 9, 5773
4039, 10, 1976
4040, 0, 5535
4040, 1, 2788
4040, 2, 7501
4040, 3, 711
4040, 4, 8406
4041, 0, 3928
4041, 1, 6414
4041, 2, 1530
4041, 3, 5577
4041, 4, 6670
4041, 5, 5125
4042, 0, 4447
4042, 1, 6562
4042, 2, 8582
4042, 3, 3134
4043, 0, 5321
4043, 1, 750
4043, 2, 6121
4043, 3, 5065
4044, 0, 3755
4044, 1, 9647
4044, 2, 7741
4044, 3, 8588
4044, 4, 5185
4044, 5, 7569
4044, 6, 7101
4044, 7, 8190
4044, 8, 9263
4045, 0, 1738
4045, 1, 278
4045, 2, 3703
4045, 3, 8945
4045, 4, 952
4045, 5, 7369
4045, 6, 905
4046, 0, 3707
4046, 1, 4539
4046, 2, 9841
4046, 3, 1469
4046, 4, 6222
4046, 5, 9009
4046, 6, 9404
4047, 0, 4123
4047, 1, 7437
4047, 2, 6359
4048, 0, 2607
4048, 1, 3726
4048, 2, 2603
4048, 3, 3311
4048, 4, 8579
4048, 5, 6756
4048, 6, 1842
4048, 7, 272
4048, 8, 6741
4048, 9, 2808
4048, 10, 5949
4048, 11, 2112
4049, 0, 2903
4049, 1, 8577
4049, 2, 8879
4049, 3, 2969
4049, 4, 7113
4050, 0, 9623
4050, 1, 3834
4051, 0, 7256
4051, 1, 2132
4051, 2, 9140
4051, 3, 2744
4051, 4, 628
4051, 5, 5224
4051, 6, 2439
4052, 0, 9117
4052, 1, 2035
4052, 2, 2725
4052, 3, 8026
4052, 4, 596
4053, 0, 1487
4053, 1, 6005
4053, 2, 2715
4053, 3, 6646
4054, 0, 5475
4054, 1, 7747
4054, 2, 6469
4054, 3, 2048
4054, 4, 2932
4054, 5, 9734
4054, 6, 5837
4054, 7, 2275
4054, 8, 8953
4055, 0, 407
4056, 0, 218
4056, 1, 7140
4056, 2, 7234
4056, 3, 284
4056, 4, 8756
4056, 5, 8086
4056, 6, 980
4056, 7, 4769
4056, 8, 5312
4056, 9, 1282
4056, 10, 3922
4057, 0, 7409
4057, 1, 1555
4057, 2, 878
4057, 3, 7352
4057, 4, 9775
4057, 5, 7315
4058, 0, 8634
4059, 0, 1225
4059, 1, 4789
4059, 2, 4020
4059, 3, 9218
4060, 0, 5253
4060, 1, 320
4060, 2, 1990
4060, 3, 9426
4060, 4, 30
4061, 0, 9297
4061, 1, 5060
4061, 2, 6410
4061, 3, 9328
4061, 4, 651
4061, 5, 3620
4061, 6, 252
4062, 0, 7385
4062, 1, 3701
4062, 2, 8410
4062, 3, 1052
4062, 4, 4472
4062, 5, 9454
4062, 6, 5315
4062, 7, 521
4062, 8, 2360
4062, 9, 8015
4062, 10, 7914
4062, 11, 744
4063, 0, 9543
4063, 1, 5089
4063, 2, 7434
4063, 3, 8043
4063, 4, 1117
4063, 5, 641
4063, 6, 7606
4064, 0, 3485
4064, 1, 2050
4064, 2, 1780
4064, 3, 4558
4064, 4, 1002
4064, 5, 8451
4064, 6, 1173
4064, 7, 4063
4064, 8, 5536
4065, 0, 7225
4065, 1, 340
4065, 2, 3630
4065, 3, 159
4065, 4, 1786
4065, 5, 1596
4065, 6, 7027
4065, 7, 3497
4066, 0, 2704
4066, 1, 6238
4066, 2, 9754
4066, 3, 535
4066, 4, 971
4067, 0, 8609
4067, 1, 4048
4067, 2, 3538
4067, 3, 2908
4067, 4, 9027
4067, 5, 5808
4067, 6, 8977
4067, 7, 2852
4067, 8, 529
4068, 0, 2175
4069, 0, 7926
4069, 1, 1549
4069, 2, 2309
4069, 3, 1165
4069, 4, 1455
4069, 5, 8488
4070, 0, 4727
4070, 1, 3335
4071, 0, 2084
4071, 1, 6475
4071, 2, 3019
4071, 3, 6667
4072, 0, 3867
4072, 1, 8415
4072, 2, 855
4072, 3, 17
4072, 4, 603
4072, 5, 2103
4072, 6, 3994
4072, 7, 4570
4072, 8, 9251
4072, 9, 6499
4072, 10, 2006
4072, 11, 7077
4073, 0, 4626
4073, 1, 95
4073, 2, 4221
4074, 0, 5850
4074, 1, 9423
4075, 0, 1232
4075, 1, 8504
4075, 2, 3508
4075, 3, 8011
4076, 0, 8114
4076, 1, 833
4076, 2, 2022
4076, 3, 72
4076, 4, 9101
4076, 5, 3692
4076, 6, 3572
4076, 7, 2797
4077, 0, 8628
4077, 1, 9498
4077, 2, 3422
4077, 3, 5680
4077, 4, 4953
4078, 0, 6652
4078, 1, 7899
4078, 2, 4385
4079, 0, 3588
4079, 1, 2545
4079, 2, 4814
4079, 3, 2353
4079, 4, 7051
4079, 5, 2713
4079, 6, 9203
4079, 7, 1286
4079, 8, 9904
4079, 9, 8584
4079, 10, 3644
4080, 0, 7886
4080, 1, 9040
4080, 2, 3109
4080, 3, 7998
4081, 0, 3990
4081, 1, 2685
4081, 2, 3734
4081, 3, 7772
4081, 4, 672
4081, 5, 5876
4081, 6, 2773
4082, 0, 966
4082, 1, 1067
4082, 2, 2089
4082, 3, 3461
4082, 4, 1741
4082, 5, 2464
4082, 6, 7716
4083, 0, 8585
4083, 1, 5495
4083, 2, 5023
4083, 3, 3721
4083, 4, 8465
4084, 0, 9072
4084, 1, 8297
4084, 2, 6684
4084, 3, 8575
4085, 0, 9660
4085, 1, 725
4086, 0, 9199
4086, 1, 7795
4086, 2, 2021
4086, 3, 9603
4086, 4, 1575
4086, 5, 1486
4086, 6, 1925
4086, 7, 2395
4087, 0, 3705
4087, 1, 9320
4087, 2, 8977
4088, 0, 3346
4088, 1, 5299
4088, 2, 194
4088, 3, 3984
4088, 4, 9609
4088, 5, 1940
4089, 0, 8416
4090, 0, 636
4090, 1, 5625
4090, 2, 6926
4090, 3, 8288
4090, 4, 1439
4090, 5, 1568
4090, 6, 3713
4090, 7, 8119
4091, 0, 6938
4091, 1, 6822
4092, 0, 4845
4092, 1, 5252
4092, 2, 4656
4092, 3, 2210
4092, 4, 3966
4093, 0, 7838
4093, 1, 3609
4093, 2, 1128
4093, 3, 4593
4093, 4, 3759
4093, 5, 9954
4093, 6, 2048
4093, 7, 2725
4094, 0, 2735
4094, 1, 7541
4095, 0, 2831
4095, 1, 2494
4095, 2, 2313
4095, 3, 5211
4095, 4, 5999
4095, 5, 6519
4095, 6, 8865
4096, 0, 6414
4096, 1, 8586
4096, 2, 5208
4096, 3, 564
4096, 4, 7373
4096, 5, 9338
4097, 0, 1715
4097, 1, 9790
4097, 2, 7750
4097, 3, 3544
4097, 4, 9303
4098, 0, 3499
4098, 1, 2470
4098, 2, 7866
4098, 3, 9025
4098, 4, 2465
4098, 5, 7579
4099, 0, 5878
4099, 1, 3025
4099, 2, 3673
4099, 3, 6590
4100, 0, 1694
4100, 1, 7114
4100, 2, 4637
4100, 3, 3384
4100, 4, 774
4100, 5, 1988
4100, 6, 1621
4101, 0, 7758
4102, 0, 7723
4102, 1, 2998
4102, 2, 701
4102, 3, 4245
4102, 4, 5624
4102, 5, 4022
4103, 0, 2633
4103, 1, 2155
4103, 2, 1871
4103, 3, 1046
4103, 4, 3724
4103, 5, 5387
4103, 6, 3203
4104, 0, 9499
4104, 1, 974
4104, 2, 8513
4104, 3, 3640
4104, 4, 6814
4104, 5, 5951
4105, 0, 7668
4105, 1, 100
4105, 2, 1985
4105, 3, 2015
4105, 4, 2589
4105, 5, 2115
4105, 6, 530
4105, 7, 4932
4106, 0, 7248
4106, 1, 4872
4106, 2, 3488
4106, 3, 4004
4106, 4, 377
4107, 0, 6576
4107, 1, 8147
4107, 2, 8606
4107, 3, 8422
4107, 4, 6419
4107, 5, 2185
4108, 0, 9825
4108, 1, 9123
4108, 2, 4364
4108, 3, 9895
4109, 0, 5399
4109, 1, 7246
4109, 2, 8169
4109, 3, 1372
4109, 4, 1548
